object_list,小波次表,,,,,,,,,
怪物组Id,跑道类型,出场次数,间隔时间,开始时间,出口跑道编号,怪物Id,怪物数量,关卡ID,,
3530303,0,8,1200,3000,1,141060,17,18,,
3530401,0,17,2000,2000,0,141042,17,18,,
3530402,0,3,1000,9000,0,142045,3,18,,
3530403,0,3,1000,10500,1,142061,3,18,,
3530501,0,8,1000,2000,0,141040,9,18,,
3530502,0,10,800,3000,1,141038,10,18,,
3530503,0,17,2000,4500,0,141044,17,18,,
3530504,0,17,1000,10000,1,141043,17,18,,
3530601,0,8,1000,2000,0,141040,9,18,,
3530602,0,17,1100,3500,1,141044,17,18,,
3530603,0,17,1200,5000,0,141043,17,18,,
3530604,0,17,1300,7000,0,141038,17,18,,
3530605,0,8,5000,16000,1,141040,9,18,,
3530606,0,6,1000,18000,1,141041,7,18,,
3530701,0,13,1500,2000,0,141043,14,18,,
3530702,0,10,1000,4500,0,141040,10,18,,
3530703,0,10,2000,7000,1,141041,10,18,,
3530704,0,8,2000,8000,1,141044,17,18,,
3530801,0,5,1000,2000,0,141044,9,18,,
3530802,0,6,5000,5000,1,141044,7,18,,
3530803,0,6,3000,11000,1,141040,7,18,,
3530901,0,10,1000,2000,0,141062,10,18,,
3530902,1,4,1000,3500,0,142046,4,18,,
3530903,0,18,2000,9000,0,141038,37,18,,
3530904,0,6,3000,20000,1,142045,7,18,,
3531001,0,10,1300,2000,1,141062,10,18,,
3531002,0,10,1000,5500,0,141041,10,18,,
3531003,0,10,1200,6000,0,141040,10,18,,
3531101,0,3,8000,2000,0,141040,7,18,,
3531102,0,6,1000,5500,0,141043,12,18,,
3531201,0,17,1000,2000,0,141042,17,18,,
3531202,0,8,800,3000,0,141040,9,18,,
3531203,0,8,1000,5000,1,142045,9,18,,
3531301,0,6,800,12000,1,141040,9,18,,
3531302,0,6,3000,10000,1,141044,12,18,,
3531303,0,20,3300,20000,0,141041,20,18,,
3531304,0,8,1900,22000,0,142045,9,18,,
3531305,0,10,1800,25000,0,141043,20,18,,
3531401,0,10,1000,2000,1,142046,20,18,,
3531402,0,6,800,12000,1,141040,9,18,,
3531403,0,10,1000,15000,0,142045,10,18,,
3531404,0,6,3000,17000,1,141044,12,18,,
3531405,0,20,3300,20000,0,141041,20,18,,
3531406,0,17,1600,28000,1,141062,17,18,,
3630101,0,10,1500,2000,0,141060,19,18,,
3630201,0,8,1000,2000,0,141041,9,18,,
3630202,0,17,1000,8000,1,141042,17,18,,
3630301,0,6,2000,2000,0,141062,7,18,,
3630302,0,8,1100,6000,0,141042,17,18,,
3630303,0,8,1200,3000,1,141039,17,18,,
3630401,0,17,2000,2000,0,141042,17,18,,
3630402,0,3,1000,9000,0,142045,3,18,,
3630403,0,3,1000,10500,1,142061,3,18,,
3630501,0,8,1000,2000,0,141040,9,18,,
3630502,0,10,800,3000,1,141038,10,18,,
3630503,0,17,2000,4500,0,141044,17,18,,
3630504,0,17,1000,10000,1,141043,17,18,,
3630601,0,8,1000,2000,0,141040,9,18,,
3630602,0,17,1100,3500,1,141044,17,18,,
3630603,0,17,1200,5000,0,141043,17,18,,
3630604,0,17,1300,7000,0,141038,17,18,,
3630605,0,8,5000,16000,1,141040,9,18,,
3630606,0,6,1000,18000,1,141041,7,18,,
3630701,0,13,1500,2000,0,141043,14,18,,
3630702,0,10,1000,4500,0,141040,10,18,,
3630703,0,10,2000,7000,1,141041,10,18,,
3630704,0,8,2000,8000,1,141044,17,18,,
3630801,0,5,1000,2000,0,141044,9,18,,
3630802,0,6,5000,5000,1,141040,7,18,,
3630803,0,6,3000,11000,1,141040,7,18,,
3630901,0,10,1000,2000,0,141040,10,18,,
3630902,1,10,1000,3500,0,142046,10,18,,
3630903,0,7,2000,9000,0,141038,21,18,,
3630904,0,6,3000,20000,1,142045,7,18,,
3631001,0,10,1300,2000,1,141040,10,18,,
3631002,0,10,1000,5500,0,141041,10,18,,
3631003,0,10,1200,6000,0,141040,10,18,,
3631101,0,3,8000,2000,0,141062,7,18,,
3631102,0,6,1000,5500,0,141043,12,18,,
3631201,0,17,1000,2000,0,141042,17,18,,
3631202,0,8,800,3000,0,141040,9,18,,
3631203,0,8,1000,5000,1,142045,9,18,,
3631301,0,6,800,12000,1,141040,9,18,,
3631302,0,6,3000,10000,1,141044,12,18,,
3631303,0,20,3300,20000,0,141041,20,18,,
3631304,0,8,1900,22000,0,142045,9,18,,
3631305,0,20,1800,25000,0,141043,20,18,,
3631401,0,8,1000,2000,1,142046,9,18,,
3631402,0,6,800,12000,1,141040,9,18,,
3631403,0,10,1000,15000,0,142045,10,18,,
3631404,0,6,3000,17000,1,141044,12,18,,
3631405,0,20,3300,20000,0,141041,20,18,,
3631406,0,17,1600,28000,1,141062,17,18,,
3730101,0,17,1000,2000,0,141060,17,19,,
3730102,0,10,2000,10000,0,141042,10,19,,
3730103,0,10,1600,20000,0,141043,10,19,,
3730201,0,8,1000,2000,0,141041,9,19,,
3730202,0,17,1100,2000,0,141042,17,19,,
3730203,0,17,1200,6000,0,141038,17,19,,
3730301,0,6,2000,3000,0,141040,7,19,,
3730302,0,6,1200,6000,0,141042,17,19,,
3730401,1,17,2000,2000,0,141042,17,19,,
3730402,0,6,1000,9000,0,142045,7,19,,
3730403,0,6,1000,10500,0,142061,7,19,,
3730501,0,8,1000,2000,0,141062,9,19,,
3730502,0,10,1200,3000,0,142061,10,19,,
3730503,0,10,2000,4500,0,141044,18,19,,
3730504,0,3,1000,6000,0,141043,7,19,,
3730505,0,6,1000,9000,0,141041,7,19,,
3730506,1,6,1500,11000,0,141040,7,19,,
3730601,1,12,1000,2000,0,141062,16,19,,
3730602,0,17,1100,3500,0,141044,17,19,,
3730603,0,15,1200,5000,0,141043,16,19,,
3730604,0,17,1300,7000,0,141041,17,19,,
3730701,0,13,1500,2000,0,141044,14,19,,
3730702,0,10,1000,4500,0,141040,10,19,,
3730703,0,10,2000,7000,0,141040,10,19,,
3730704,0,8,2000,8000,0,141044,17,19,,
3730705,1,10,3000,15000,0,142045,10,19,,
3730801,0,7,1000,2000,0,141062,10,19,,
3730802,1,7,1000,3500,0,142046,10,19,,
3730803,0,17,2000,9000,0,141040,17,19,,
3730901,0,10,1000,2000,0,141040,10,19,,
3730902,1,10,1000,3500,0,142046,10,19,,
3730903,0,16,2000,9000,0,142045,22,19,,
3730904,0,6,3000,20000,0,141040,7,19,,
3730905,0,6,3500,24000,0,141041,7,19,,
3730906,0,17,1500,34000,0,141043,17,19,,
3730907,0,17,1500,35000,0,141044,17,19,,
3731001,1,10,1000,2000,0,141044,10,19,,
3731002,0,6,3000,5000,0,141062,7,19,,
3731003,0,11,1200,6000,0,141042,24,19,,
3731004,0,11,2200,10000,0,141041,24,19,,
3731005,1,10,1900,24000,0,141040,10,19,,
3731101,0,6,2000,2000,0,141062,7,19,,
3731102,0,6,3000,4500,0,141041,7,19,,
3731103,0,17,2000,7000,0,141043,17,19,,
3731104,0,17,1500,8000,0,141042,17,19,,
3731105,1,5,3500,15000,0,142045,9,19,,
3731201,0,7,2000,2000,0,141040,10,19,,
3731202,1,8,1000,3500,0,141040,10,19,,
3731301,0,12,1300,2000,0,141040,17,19,,
3731302,0,14,1000,5500,0,141041,17,19,,
3731303,0,16,1200,6000,0,141040,17,19,,
3731304,0,15,600,7000,0,142045,15,19,,
3731401,0,15,1000,2000,1,142046,15,19,,
3731402,0,17,1000,3000,0,141040,17,19,,
3731403,0,23,1000,5000,1,142045,24,19,,
3731501,0,6,1000,2000,0,142046,12,19,,
3731502,0,6,800,12000,0,141040,9,19,,
3731503,0,6,3000,10000,0,141044,12,19,,
3731504,0,16,3300,20000,0,141041,20,20,,
3731505,0,14,1900,22000,0,142045,20,20,,
3731506,0,12,1800,25000,0,141043,20,20,,
3731507,0,17,1700,26000,0,141041,17,20,,
3731508,0,17,1600,28000,0,141062,17,20,,
3830101,0,17,1000,2000,0,141038,17,19,,
3830102,0,10,2000,10000,0,141042,10,19,,
3830103,0,10,1600,20000,0,141043,10,19,,
3830201,0,8,1000,2000,0,141041,9,19,,
3830202,0,17,1100,2000,0,141042,17,19,,
3830203,0,17,1200,6000,0,141060,17,19,,
3830301,0,6,2000,3000,0,141040,7,19,,
3830302,0,13,1200,6000,0,141042,17,19,,
3830401,1,17,2000,2000,0,141042,17,19,,
3830402,0,6,1000,9000,0,142045,7,19,,
3830403,0,6,1000,10500,0,142045,7,19,,
3830501,0,8,1000,2000,0,141062,9,19,,
3830502,0,10,1200,3000,0,142045,10,19,,
3830503,0,10,2000,4500,0,141044,20,19,,
3830504,0,3,1000,6000,0,141043,7,19,,
3830505,0,6,1000,9000,0,141041,7,19,,
3830506,1,6,1500,11000,0,141040,7,19,,
3830601,1,17,1000,2000,0,141040,17,19,,
3830602,0,17,1100,3500,0,141044,17,19,,
3830603,0,17,1200,5000,0,141043,17,19,,
3830604,0,17,1300,7000,0,141041,17,19,,
3830701,0,13,1500,2000,0,141044,14,19,,
3830702,0,10,1000,4500,0,141062,10,19,,
3830703,0,10,2000,7000,0,141040,10,19,,
3830704,0,8,2000,8000,0,141044,17,19,,
3830705,1,10,3000,15000,0,142061,10,19,,
3830801,0,10,1000,2000,0,141040,10,19,,
3830802,1,5,1000,3500,0,142046,5,19,,
3830803,0,17,2000,9000,0,141040,17,19,,
3830901,0,10,1000,2000,0,141040,10,19,,
3830902,1,5,1000,3500,0,142046,5,19,,
3830903,0,14,2000,9000,0,142045,26,19,,
3830904,0,6,3000,20000,0,141040,7,19,,
3830905,0,6,3500,24000,0,141041,7,19,,
3830906,0,17,1500,34000,0,141043,17,19,,
3830907,0,17,1500,35000,0,141044,17,19,,
3831001,1,10,1000,2000,0,141044,10,19,,
3831002,0,6,3000,5000,0,141040,7,19,,
3831003,0,11,1200,6000,0,141042,24,19,,
3831004,0,11,2200,10000,0,141041,24,19,,
3831005,1,10,1900,24000,0,141040,10,19,,
3831101,0,6,2000,2000,0,141040,7,19,,
3831102,0,6,3000,4500,0,141041,7,19,,
3831103,0,17,2000,7000,0,141043,17,19,,
3831104,0,17,1500,8000,0,141042,17,19,,
3831105,1,5,3500,15000,0,142045,9,19,,
3831201,0,10,2000,2000,0,141040,10,19,,
3831202,1,10,1000,3500,0,141040,10,19,,
3831301,0,17,1300,2000,0,141040,17,19,,
3831302,0,17,1000,5500,0,141041,17,19,,
3831303,0,17,1200,6000,0,141062,17,19,,
3831304,0,7,600,7000,0,142045,15,19,,
3831401,0,8,1000,2000,1,142046,15,19,,
3831402,0,17,1000,3000,0,141040,17,19,,
3831403,0,23,1000,5000,1,142045,24,19,,
3831501,0,9,1000,2000,0,142046,9,19,,
3831502,0,6,800,12000,0,141040,9,19,,
3831503,0,6,3000,10000,0,141044,12,19,,
3831504,0,20,3300,20000,0,141041,20,20,,
3831505,0,20,1900,22000,0,142061,20,20,,
3831506,0,20,1800,25000,0,141043,20,20,,
3831507,0,17,1700,26000,0,141041,17,20,,
3831508,0,17,1600,28000,0,141062,17,20,,
3930101,0,17,1000,2000,1,141038,17,20,,
3930102,0,10,1000,10000,0,141042,10,20,,
3930201,0,8,1000,2000,0,141041,9,20,,
3930202,0,17,500,2000,1,141042,17,20,,
3930203,0,17,700,6000,1,141060,17,20,,
3930204,0,8,600,9000,0,141038,9,20,,
3930205,0,8,800,11000,0,142045,9,20,,
3930301,0,17,1200,2000,0,141060,17,20,,
3930302,0,6,2000,3000,0,141062,7,20,,
3930303,0,8,800,6000,1,141042,17,20,,
3930304,1,10,2000,10000,0,141041,10,20,,
3930305,0,11,1000,10000,1,141044,12,20,,
3930306,0,11,800,12000,1,141043,12,20,,
3930401,0,6,1500,2000,0,141041,7,20,,
3930402,1,17,2000,2000,0,141042,17,20,,
3930403,0,6,1000,9000,1,142045,7,20,,
3930404,0,6,1000,10500,1,142061,7,20,,
3930405,1,13,2000,14000,0,141038,14,20,,
3930406,1,6,3000,16000,0,141040,7,20,,
3930501,0,8,1000,2000,0,141062,9,20,,
3930502,0,10,800,3000,0,141038,10,20,,
3930503,0,10,2000,4500,1,141044,20,20,,
3930504,0,3,1000,6000,1,141043,7,20,,
3930505,0,6,1000,9000,0,141041,7,20,,
3930506,1,6,1500,11000,0,141040,7,20,,
3930601,1,17,1000,2000,1,141043,17,20,,
3930602,0,17,800,7500,1,141044,17,20,,
3930603,0,17,1000,11000,0,141042,17,20,,
3930701,0,13,1500,2000,1,141044,14,20,,
3930702,0,10,1000,4500,1,141040,10,20,,
3930703,0,10,2000,7000,0,141040,10,20,,
3930704,0,8,2000,8000,0,141044,17,20,,
3930705,1,10,3000,15000,1,142045,10,20,,
3930706,1,10,2500,18000,0,141040,10,20,,
3930707,0,7,2000,22000,0,141042,21,20,,
3930801,0,10,1000,2000,1,141040,10,20,,
3930802,1,10,1000,3500,1,142046,10,20,,
3930803,0,7,2000,9000,1,141038,21,20,,
3930804,0,6,3000,20000,0,141040,7,20,,
3930805,0,6,3500,24000,0,141041,7,20,,
3930806,0,17,1500,34000,1,141043,17,20,,
3930807,0,17,1500,35000,1,141044,17,20,,
3930808,0,8,4000,40000,0,141040,9,20,,
3930901,0,10,1000,2000,1,142045,10,20,,
3930902,0,6,800,3000,0,141043,12,20,,
3930903,0,3,2000,4500,1,142061,7,20,,
3930904,0,13,800,8000,0,141062,14,20,,
3931001,1,10,1000,2000,1,141044,10,20,,
3931002,0,6,3000,5000,0,141040,7,20,,
3931003,0,11,1000,6000,1,141042,24,20,,
3931101,0,6,2000,2000,1,141040,7,20,,
3931102,0,6,3000,4500,1,141041,7,20,,
3931103,0,17,2000,7000,0,141041,17,20,,
3931104,0,17,1500,8000,0,141042,17,20,,
3931105,1,5,3500,15000,1,142045,9,20,,
3931106,1,8,1500,18000,0,141042,17,20,,
3931107,0,8,2000,22000,0,142045,9,20,,
3931201,0,3,2000,2000,1,141040,7,20,,
3931202,1,3,1000,3500,1,141040,7,20,,
3931203,0,10,2000,5000,1,142045,10,20,,
3931204,0,10,1000,8000,0,141042,20,20,,
3931205,0,8,2000,10500,0,141041,28,20,,
3931206,0,17,2000,20000,1,141044,17,20,,
3931207,0,17,2000,21000,1,141040,17,20,,
3931208,0,17,2000,25000,0,141041,17,20,,
3931301,0,17,1300,2000,0,141040,17,20,,
3931302,0,17,1000,5500,0,141041,17,20,,
3931303,0,17,1200,6000,0,141043,17,20,,
3931304,0,17,600,13000,0,141044,17,20,,
3931305,0,20,1100,18000,0,142045,20,20,,
3931306,0,15,2000,25000,0,141038,15,20,,
3931401,0,15,1000,2000,1,142046,15,20,,
3931402,0,17,1000,3000,0,141040,17,20,,
3931403,0,23,1000,5000,1,142045,24,20,,
3931501,0,17,1000,2000,0,141062,17,20,,
3931502,0,17,1000,3500,1,141062,17,20,,
3931601,1,15,50000,2000,0,142046,15,20,,
3931602,0,10,3000,5500,1,141039,23,20,,
3931603,0,10,3000,7000,0,141039,23,20,,
3931604,0,10,6000,20000,1,141041,19,20,,
3931605,0,13,3000,22000,0,142061,19,20,,
3931606,0,10,2000,25000,0,141043,19,20,,
3931607,0,15,1000,26000,1,142046,15,20,,
3931608,0,17,3000,40000,1,141062,17,20,,
3931609,0,17,3000,40000,0,141062,17,20,,
3931610,0,23,2000,60000,1,142061,24,20,,
3931611,0,11,900,68000,1,141042,25,20,,
3931612,0,11,900,70000,0,141042,25,20,,
4030101,0,17,1000,2000,1,141038,17,20,,
4030102,0,10,1000,10000,0,141042,10,20,,
4030201,0,8,1000,2000,0,141041,9,20,,
4030202,0,17,1500,2000,1,141042,17,20,,
4030203,0,17,1500,6000,1,141060,17,20,,
4030204,0,8,1500,9000,0,141038,9,20,,
4030205,0,8,2000,11000,0,142045,9,20,,
4030301,0,17,1200,2000,0,141038,17,20,,
4030302,0,6,2000,3000,0,141062,7,20,,
4030303,0,8,1800,6000,1,141042,17,20,,
4030304,1,10,2000,10000,0,141041,10,20,,
4030305,0,11,1000,10000,1,141044,12,20,,
4030306,0,11,1500,12000,1,141043,12,20,,
4030401,0,6,1500,2000,0,141041,7,20,,
4030402,1,17,2000,2000,0,141042,17,20,,
4030403,0,6,1000,9000,1,142045,7,20,,
4030404,0,6,1000,10500,1,142045,7,20,,
4030405,1,13,2000,14000,0,141038,14,20,,
4030406,1,6,3000,16000,0,141062,7,20,,
4030501,0,8,1000,2000,0,141062,9,20,,
4030502,0,10,1500,3000,0,141038,10,20,,
4030503,0,10,2000,4500,1,141044,20,20,,
4030504,0,3,1000,6000,1,141043,7,20,,
4030505,0,6,1000,9000,0,141041,7,20,,
4030506,1,6,1500,11000,0,141040,7,20,,
4030601,1,17,1000,2000,1,141043,17,20,,
4030602,0,17,1500,7500,1,141044,17,20,,
4030603,0,17,1000,11000,0,141042,17,20,,
4030701,0,13,1500,2000,1,141044,14,20,,
4030702,0,10,1000,4500,1,141062,10,20,,
4030703,0,10,2000,7000,0,141062,10,20,,
4030704,0,8,2000,8000,0,141044,17,20,,
4030705,1,10,3000,15000,1,142045,10,20,,
4030706,1,10,2500,18000,0,141040,10,20,,
4030707,0,12,2000,22000,0,141042,20,20,,
4030801,0,10,1000,2000,1,141040,10,20,,
4030802,1,10,1000,3500,1,142046,10,20,,
4030803,0,12,2000,9000,1,141038,20,20,,
4030804,0,6,3000,20000,0,141040,7,20,,
4030805,0,6,3500,24000,0,141041,7,20,,
4030806,0,17,1500,34000,1,141043,17,20,,
4030807,0,17,1500,35000,1,141044,17,20,,
4030808,0,8,4000,40000,0,141062,9,20,,
4030901,0,10,1000,2000,1,142045,10,20,,
4030902,0,6,2000,3000,0,141043,12,20,,
4030903,0,3,2000,4500,1,142045,7,20,,
4030904,0,13,1500,8000,0,141040,14,20,,
4031001,1,10,1000,2000,1,141044,10,20,,
4031002,0,6,3000,5000,0,141040,7,20,,
4031003,0,11,1000,6000,1,141042,24,20,,
4031101,0,6,2000,2000,1,141062,7,20,,
4031102,0,6,3000,4500,1,141041,7,20,,
4031103,0,17,2000,7000,0,141041,17,20,,
4031104,0,17,1500,8000,0,141042,17,20,,
4031105,1,5,3500,15000,1,142045,9,20,,
4031106,1,8,1500,18000,0,141042,17,20,,
4031107,0,8,2000,22000,0,142045,9,20,,
4031201,0,3,2000,2000,1,141040,7,20,,
4031202,1,3,1000,3500,1,141040,7,20,,
4031203,0,10,2000,5000,1,142061,10,20,,
4031204,0,10,1000,8000,0,141042,20,20,,
4031205,0,9,2000,10500,0,141041,22,20,,
4031206,0,17,2000,20000,1,141044,17,20,,
4031207,0,16,2000,21000,1,141040,17,20,,
4031208,0,15,2000,25000,0,141041,17,20,,
4031301,0,17,1300,2000,0,141040,17,20,,
4031302,0,16,1000,5500,0,141041,17,20,,
4031303,0,17,1200,6000,0,141043,17,20,,
4031304,0,15,1200,13000,0,141044,17,20,,
4031305,0,20,1100,18000,0,142061,20,20,,
4031306,0,17,2000,25000,0,141038,17,20,,
4031401,0,18,1000,2000,1,142046,20,20,,
4031402,0,17,1000,3000,0,141040,17,20,,
4031403,0,23,1000,5000,1,142061,24,20,,
4031501,0,17,1000,2000,0,141040,17,20,,
4031502,0,17,1000,3500,1,141040,17,20,,
4031601,1,1,50000,2000,0,142046,1,20,,
4031602,0,15,3000,5500,1,141039,20,20,,
4031603,0,15,3000,7000,0,141039,20,20,,
4031604,0,10,6000,20000,1,141041,19,20,,
4031605,0,13,3000,22000,0,142045,19,20,,
4031606,0,10,2000,25000,0,141043,15,20,,
4031607,0,10,1000,26000,1,142046,15,20,,
4031608,0,17,3000,40000,1,141062,17,20,,
4031609,0,17,3000,40000,0,141062,17,20,,
4031610,0,23,2000,60000,1,142061,24,20,,
4031611,0,18,1500,68000,1,141042,20,20,,
4031612,0,19,1500,70000,0,141042,20,20,,
10130101,1,12,1500,2000,0,142004,12,101,,
10130102,1,12,1000,3000,0,141008,12,101,,
10130201,0,2,1000,2000,0,141050,2,101,,
10130202,0,1,2000,4000,0,141010,1,101,,
10130203,0,2,4000,6000,0,141050,2,101,,
10130301,0,5,800,2000,0,141007,10,101,,
10130302,0,5,1000,3000,0,141008,10,101,,
10130303,0,5,800,7000,0,141007,10,101,,
10130304,0,5,1000,8000,0,141008,10,101,,
10130401,0,2,3000,2000,0,141050,2,101,,
10130402,1,5,1000,4000,0,142004,10,101,,
10130403,0,2,4000,6000,0,141050,2,101,,
10130404,1,5,1000,8000,0,142004,10,101,,
10130501,1,10,800,2000,0,141008,10,101,,
10130502,0,2,3000,3000,0,141009,2,101,,
10130503,0,1,1500,5000,0,141010,1,101,,
10130504,0,2,3000,7500,0,141050,2,101,,
10130505,1,6,1000,10000,0,142004,12,101,,
10230101,0,3,2500,2000,0,141017,3,102,,
10230102,0,2,1500,2000,1,141016,2,102,,
10230201,0,6,1000,2000,2,141014,6,102,,
10230202,0,4,1000,5000,3,141012,4,102,,
10230203,0,2,1000,6000,0,141013,2,102,,
10230204,0,5,1000,9000,1,141012,5,102,,
10230205,0,2,2500,11000,2,141015,2,102,,
10230301,0,4,1500,2000,3,141017,4,102,,
10230302,0,4,1500,4000,0,142018,4,102,,
10230303,0,5,1500,6000,1,141014,5,102,,
10230401,0,1,1000,2000,2,141019,1,102,,
10230402,0,3,1000,2000,3,141015,3,102,,
10230403,0,2,3500,6000,0,141016,2,102,,
10230404,1,5,2000,9000,1,141014,5,102,,
10230405,0,5,2500,15000,2,141015,5,102,,
10230406,0,4,1000,17000,3,141012,4,102,,
10230501,0,1,1000,2000,0,141019,1,102,,
10230502,1,6,2000,5000,1,141014,6,102,,
10230503,0,2,1000,9000,2,141015,2,102,,
10230504,0,4,1500,11000,3,141012,4,102,,
10230505,1,3,2000,14000,0,142018,3,102,,
10230506,1,3,2000,16000,1,142018,3,102,,
10230601,0,2,1000,2000,2,141017,2,102,,
10230602,0,2,1000,3000,3,141017,2,102,,
10230603,0,3,3000,5000,0,141015,3,102,,
10230604,0,4,1000,6000,1,141012,4,102,,
10230605,0,2,1000,9000,2,141017,2,102,,
10230606,1,4,1500,11000,3,141014,4,102,,
10230701,1,1,1000,2000,0,141019,1,102,,
10230702,0,2,6000,2000,1,141013,2,102,,
10230703,0,4,800,3000,2,141012,4,102,,
10230704,0,2,5000,8000,3,141013,2,102,,
10230705,0,2,2500,9000,0,141015,2,102,,
10230801,1,1,1000,2000,1,141019,1,102,,
10230802,0,2,7000,5000,2,141013,2,102,,
10230803,0,4,3500,11000,3,141015,4,102,,
10230901,0,5,1500,2000,0,141017,5,102,,
10230902,0,5,3000,4500,1,142018,5,102,,
10230903,0,3,2000,7000,2,141015,3,102,,
10230904,0,4,2000,8000,3,141012,8,102,,
10230905,1,3,3500,15000,0,142018,4,102,,
10230906,1,4,2500,18000,1,141017,4,102,,
10230907,0,4,2000,22000,2,141017,4,102,,
10231001,0,3,2000,2000,3,141013,3,102,,
10231002,1,1,1000,3000,0,141019,1,102,,
10231003,0,6,2000,9000,1,142018,6,102,,
10231004,0,3,3000,20000,2,141016,6,102,,
10231005,0,5,3500,24000,3,141015,5,102,,
10231006,0,6,2000,34000,0,141012,6,102,,
10231007,0,2,5000,40000,1,141019,2,102,,
10231008,0,4,3000,45000,2,141012,4,102,,
10231009,0,4,3000,45000,3,141012,4,102,,
10330101,0,6,1500,2000,0,141021,12,103,,
10330102,0,6,1500,2000,1,141023,12,103,,
10330201,0,4,1000,2000,2,141027,8,103,,
10330202,0,3,1000,5000,3,141026,5,103,,
10330301,0,5,1000,2000,4,141021,10,103,,
10330302,0,6,2000,6000,5,141021,12,103,,
10330303,1,6,2000,11000,6,141025,12,103,,
10330304,0,4,1000,17000,7,141022,8,103,,
10330401,0,6,1500,2000,8,141023,12,103,,
10330402,1,5,2000,5000,0,141025,10,103,,
10330403,0,1,1000,9000,1,141028,1,103,,
10330404,0,3,1500,11000,2,141022,6,103,,
10330405,1,3,3000,14000,3,141027,6,103,,
10330406,1,3,3000,16000,4,141027,6,103,,
10330501,0,5,1500,2000,5,141024,5,103,,
10330502,0,4,1000,7000,6,141023,8,103,,
10330503,0,4,2000,18000,7,141023,8,103,,
10330504,0,4,1000,29000,8,141022,8,103,,
10330505,0,3,1000,37000,0,141024,6,103,,
10330506,1,5,1500,45000,1,141025,10,103,,
10330601,1,1,15000,2000,2,141028,1,103,,
10330602,0,6,1500,9000,3,141023,12,103,,
10330603,0,7,2000,19000,4,141025,14,103,,
10330701,0,5,1500,2000,5,141023,10,103,,
10330702,0,5,2000,7000,6,141023,10,103,,
10330703,0,4,2000,16000,7,141022,8,103,,
10330704,1,5,3000,28000,8,141027,10,103,,
10330705,1,6,5000,34000,0,141026,6,103,,
10330706,0,6,2000,46000,1,141025,12,103,,
10330801,0,5,2000,2000,2,141023,10,103,,
10330802,1,3,1000,3000,3,141024,6,103,,
10330803,0,1,2000,9000,4,141028,1,103,,
10330804,0,6,3500,24000,5,141023,12,103,,
10330805,0,4,3000,40000,6,141024,8,103,,
10330806,0,3,5000,49000,7,141026,6,103,,
10330901,0,3,4000,2000,8,141024,6,103,,
10330902,0,4,2000,7000,0,141022,8,103,,
10330903,0,3,5000,15000,1,141026,6,103,,
10330904,0,4,2500,26000,2,141022,8,103,,
10331001,1,6,1000,2000,3,141023,12,103,,
10331002,0,6,4000,5000,4,141026,6,103,,
10331003,0,6,3500,11000,5,141024,6,103,,
10331101,0,6,1500,2000,6,141023,12,103,,
10331102,0,4,3000,7000,7,141027,8,103,,
10331103,0,4,2000,16000,8,141024,8,103,,
10331104,0,3,2000,28000,0,141022,6,103,,
10331105,1,4,3500,36000,1,141027,8,103,,
10331106,0,6,2500,48000,2,141023,12,103,,
10331107,0,6,2000,57000,3,141023,12,103,,
10331201,0,2,12000,2000,4,141028,2,103,,
10331202,1,6,1000,7000,5,141026,6,103,,
10331203,0,5,2000,14000,6,141024,10,103,,
10331204,0,4,3000,22000,7,141025,8,103,,
10331205,0,3,3500,30000,8,141024,6,103,,
10331206,0,5,2000,41000,0,141022,10,103,,
10331207,0,3,5000,55000,1,141026,6,103,,
10331208,0,3,8000,60000,2,141024,6,103,,
10430101,0,2,1500,2000,0,141035,2,104,,
10430102,0,4,1500,2000,1,141031,8,104,,
10430201,0,5,1000,2000,0,141030,10,104,,
10430202,0,3,4500,4500,0,141033,6,104,,
10430203,0,3,3500,10000,1,141035,3,104,,
10430301,0,6,1500,2000,1,141033,6,104,,
10430302,0,4,1500,8000,0,142032,8,104,,
10430303,0,4,1500,15000,1,142032,8,104,,
10430401,0,3,4500,2000,0,141035,3,104,,
10430402,0,3,1000,7000,0,141033,6,104,,
10430403,0,6,3500,13000,1,141034,12,104,,
10430404,1,4,2000,21000,0,142032,8,104,,
10430405,0,5,1500,30000,1,141031,10,104,,
10430406,0,5,1000,42000,1,141030,10,104,,
10430501,0,1,1000,2000,0,142037,1,104,,
10430502,0,5,800,6000,0,141030,10,104,,
10430503,0,4,1000,12000,1,141035,8,104,,
10430504,0,6,2500,24000,0,141034,12,104,,
10430601,0,4,1500,2000,1,141031,8,104,,
10430602,0,5,1500,6000,0,142032,10,104,,
10430603,0,4,1500,11000,0,141063,8,104,,
10430701,0,5,1000,2000,1,141030,10,104,,
10430702,0,1,1000,6000,1,141010,1,104,,
10430703,0,4,3500,14000,1,141033,8,104,,
10430704,1,4,2000,22000,0,141063,8,104,,
10430705,0,6,2500,31000,1,141034,12,104,,
10430706,0,3,1000,44000,0,141031,6,104,,
10430801,0,1,1000,2000,0,142037,1,104,,
10430802,1,5,2000,7000,0,141063,10,104,,
10430803,0,3,4000,13000,1,141035,6,104,,
10430804,0,5,1500,21000,1,141030,10,104,,
10430805,1,4,2000,30000,0,142032,8,104,,
10430806,1,4,2000,42000,1,142032,8,104,,
10430901,0,5,1000,2000,0,141034,10,104,,
10430902,0,5,1000,5000,0,141034,10,104,,
10430903,0,3,7000,11000,1,141035,6,104,,
