object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
412123614,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵36,Go battle,Click on the level's Hard Flag,,,,,,,,
412123714,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵37,Go battle,Click on the level's Hard Flag,,,,,,,,
412123814,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵38,Go battle,Click on the level's Hard Flag,,,,,,,,
412123914,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵39,Go battle,Click on the level's Hard Flag,,,,,,,,
412130114,subTasks_helpDec,恭喜您，这么隐蔽的关卡都被找到了！,秘密营地1,Go battle,Your hard work has paid off.,,,,,,,,
412130214,subTasks_helpDec,恭喜您，这么隐蔽的关卡都被找到了！,秘密营地2,Go battle,Your hard work has paid off.,,,,,,,,
412130314,subTasks_helpDec,恭喜您，这么隐蔽的关卡都被找到了！,秘密营地3,Go battle,Your hard work has paid off.,,,,,,,,
412140114,subTasks_helpDec,要选择正确的旗子哦！,平息骚动1,Go battle,Click on the level's Heroic Flag,,,,,,,,
412140214,subTasks_helpDec,要选择正确的旗子哦！,平息骚动2,Go battle,Click on the level's Heroic Flag,,,,,,,,
412140314,subTasks_helpDec,要选择正确的旗子哦！,平息骚动3,Go battle,Click on the level's Heroic Flag,,,,,,,,
412150114,subTasks_helpDec,要选择正确的旗子哦！,塔防无双1,Go battle,Click on the level's Hard Flag,,,,,,,,
412150214,subTasks_helpDec,要选择正确的旗子哦！,塔防无双2,Go battle,Click on the level's Hard Flag,,,,,,,,
412150314,subTasks_helpDec,要选择正确的旗子哦！,塔防无双3,Go battle,Click on the level's Hard Flag,,,,,,,,
412210114,subTasks_helpDec,选择好训练强度和训练时间后点击train就可以开始训练了,英雄之路1,,Enter the Hero Page to augment heroes,,,,,,,,
412210214,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路2,,Hero training can speed up hero growth,,,,,,,,
412210314,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路3,Train,Hero training can speed up hero growth,,,,,,,,
412210414,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路4,Train,Hero training can speed up hero growth,,,,,,,,
412210514,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路5,Train,Hero training can speed up hero growth,,,,,,,,
412210614,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路6,Train,Hero training can speed up hero growth,,,,,,,,
412210714,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路7,Train,Hero training can speed up hero growth,,,,,,,,
412210814,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路8,Train,Hero training can speed up hero growth,,,,,,,,
412210914,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路9,Train,Hero training can speed up hero growth,,,,,,,,
412211014,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路10,Train,Hero training can speed up hero growth,,,,,,,,
412211114,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路11,Train,Hero training can speed up hero growth,,,,,,,,
412211214,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路12,Train,Hero training can speed up hero growth,,,,,,,,
412211314,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路13,Train,Hero training can speed up hero growth,,,,,,,,
412211414,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路14,Train,Hero training can speed up hero growth,,,,,,,,
412211514,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路15,Train,Hero training can speed up hero growth,,,,,,,,
412211614,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路16,Train,Hero training can speed up hero growth,,,,,,,,
412211714,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路17,Train,Hero training can speed up hero growth,,,,,,,,
412211814,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路18,Train,Hero training can speed up hero growth,,,,,,,,
412211914,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路19,Train,Hero training can speed up hero growth,,,,,,,,
412212014,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路20,Train,Hero training can speed up hero growth,,,,,,,,
412212114,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路21,Train,Hero training can speed up hero growth,,,,,,,,
412212214,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路22,Train,Hero training can speed up hero growth,,,,,,,,
412212314,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路23,Train,Hero training can speed up hero growth,,,,,,,,
412212414,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路24,Train,Hero training can speed up hero growth,,,,,,,,
412212514,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路25,Train,Hero training can speed up hero growth,,,,,,,,
412212614,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路26,Train,Hero training can speed up hero growth,,,,,,,,
412212714,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路27,Train,Hero training can speed up hero growth,,,,,,,,
412212814,subTasks_helpDec,训练是提高英雄等级最快的途径！,英雄之路28,Train,Hero training can speed up hero growth,,,,,,,,
412220114,subTasks_helpDec,你需要对应的技能升级书来升级你的英雄技能,一技之长1,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220214,subTasks_helpDec,你需要对应的技能升级书来升级你的英雄技能,一技之长2,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220314,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长3,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220414,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长4,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220514,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长5,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220614,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长6,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220714,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长7,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220814,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长8,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412220914,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长9,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412221014,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长10,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412221114,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长11,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412221214,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长12,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412221314,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长13,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412221414,subTasks_helpDec,英雄达到特定级别会解锁强大的技能,一技之长14,Hero,You need an Upgrade Tome to upgrade hero skills,,,,,,,,
412310114,subTasks_helpDec,将货栈中货物大丰收的好消息分享给朋友们！,供不应求1,,Collect already delivered Fairy Wood,,,,,,,,
412310214,subTasks_helpDec,将货栈中货物大丰收的好消息分享给朋友们！,供不应求2,Station,Click on supplier to unlock,,,,,,,,
412310314,subTasks_helpDec,将货栈中货物大丰收的好消息分享给朋友们！,供不应求3,Station,Click on supplier to unlock,,,,,,,,
412310414,subTasks_helpDec,将货栈中货物大丰收的好消息分享给朋友们！,供不应求4,Station,Click on supplier to unlock,,,,,,,,
412310514,subTasks_helpDec,将货栈中货物大丰收的好消息分享给朋友们！,供不应求5,Station,Click on supplier to unlock,,,,,,,,
412320114,subTasks_helpDec,将货栈中货物收取额外精灵木的好消息分享给朋友们！,多多益善1,Station,Click on supplier to upgrade,,,,,,,,
412320214,subTasks_helpDec,将货栈中货物收取额外精灵木的好消息分享给朋友们！,多多益善2,Station,Click on supplier to upgrade,,,,,,,,
412320314,subTasks_helpDec,将货栈中货物收取额外彩虹矿的好消息分享给朋友们！,多多益善3,Station,Click on supplier to upgrade,,,,,,,,
412320414,subTasks_helpDec,将货栈中货物收取额外彩虹矿的好消息分享给朋友们！,多多益善4,Station,Click on supplier to upgrade,,,,,,,,
412320514,subTasks_helpDec,将货栈中货物收取额外铜宝箱的好消息分享给朋友们！,多多益善5,Station,Click on supplier to upgrade,,,,,,,,
412320614,subTasks_helpDec,将货栈中货物收取额外铜宝箱的好消息分享给朋友们！,多多益善6,Station,Click on supplier to upgrade,,,,,,,,
412320714,subTasks_helpDec,将货栈中货物收取额外银宝箱的好消息分享给朋友们！,多多益善7,Station,Click on supplier to upgrade,,,,,,,,
412320814,subTasks_helpDec,将货栈中货物收取额外银宝箱的好消息分享给朋友们！,多多益善8,Station,Click on supplier to upgrade,,,,,,,,
412320914,subTasks_helpDec,将货栈中货物收取额外金宝箱的好消息分享给朋友们！,多多益善9,Station,Click on supplier to upgrade,,,,,,,,
412321014,subTasks_helpDec,将货栈中货物收取额外金宝箱的好消息分享给朋友们！,多多益善10,Station,Click on supplier to upgrade,,,,,,,,
412410114,subTasks_helpDec,向朋友分享获得的奖品,喝酒打牌1,,Click Shuffle to start,,,,,,,,
412510114,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡1,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510214,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡2,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510314,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡3,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510414,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡4,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510514,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡5,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510614,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡6,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510714,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡7,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510814,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡8,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412510914,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡9,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412511014,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡10,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412511114,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡11,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412511214,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡12,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412511314,subTasks_helpDec,征战关卡和收税可以获得大量经验用来提升城堡等级,荣耀城堡13,Go battle,Earn experience to level your Kingdom by battling levels and claiming taxes,,,,,,,,
412520114,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征1,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520214,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征2,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520314,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征3,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520414,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征4,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520514,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征5,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520614,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征6,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520714,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征7,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520814,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征8,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412520914,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征9,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521014,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征10,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521114,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征11,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521214,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征12,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521314,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征13,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521414,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征14,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521514,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征15,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521614,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征16,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521714,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征17,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521814,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征18,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412521914,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征19,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412522014,subTasks_helpDec,第一次通过关卡会获得大量荣誉值,荣誉的象征20,Go battle,Defeating a level for the first time grants extra honor,,,,,,,,
412710114,subTasks_helpDec,进入魔法行会点击魔法图标选择升级即可升级法术,法术升级1,Magic,Enter the Magic Ward and select a skill to upgrade,,,,,,,,
412710214,subTasks_helpDec,进入魔法行会点击魔法图标选择升级即可升级法术,法术升级2,Magic,Enter the Magic Ward and select a skill to upgrade,,,,,,,,
412710314,subTasks_helpDec,进入魔法行会点击魔法图标选择升级即可升级法术,法术升级3,Magic,Enter the Magic Ward and select a skill to upgrade,,,,,,,,
